"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-06 ~ 2026-02-05"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 대치동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"54","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","30.1100","202507","23","30,300","14","법인","개인","2004","테헤란로88길 10","-","중개거래","서울 강남구"
"55","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","27.0900","202507","18","24,500","22","개인","개인","2004","테헤란로88길 10","-","중개거래","서울 강남구"
"56","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","13.9600","202507","11","14,500","4","개인","개인","2004","테헤란로92길 13","-","직거래","-"
"57","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","29.1700","202507","10","59,500","8","개인","개인","2019","영동대로85길 20","-","중개거래","서울 강남구"
"58","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","32.7000","202507","07","20,000","5","개인","개인","2004","테헤란로64길 14","-","중개거래","서울 강남구"
"59","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","44.4600","202507","04","44,000","14","법인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"60","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","32.0000","202506","30","23,000","5","개인","개인","2003","테헤란로64길 8","-","중개거래","서울 강남구"
"61","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","33.0200","202506","29","25,900","2","개인","법인","2004","테헤란로64길 9","20250729","중개거래","서울 강남구"
"62","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","33.0200","202506","29","25,900","2","개인","법인","2004","테헤란로64길 9","-","중개거래","서울 강남구"
"63","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","33.0200","202506","29","25,900","2","개인","법인","2004","테헤란로64길 9","20250729","중개거래","서울 강남구"
"64","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","44.4600","202506","28","40,060","9","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"65","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","29.9700","202506","27","18,400","3","법인","개인","2004","테헤란로64길 14","-","중개거래","서울 강남구"
"66","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","13.9600","202506","26","17,000","7","개인","개인","2004","테헤란로92길 13","-","중개거래","서울 강남구"
"67","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","39.0000","202506","21","30,000","18","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"68","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","32.0000","202506","20","22,700","9","법인","개인","2003","테헤란로64길 8","20250624","중개거래","서울 강남구"
"69","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","32.0000","202506","20","22,700","9","법인","개인","2003","테헤란로64길 8","-","중개거래","서울 강남구"
"70","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","32.0000","202506","20","22,700","5","법인","개인","2003","테헤란로64길 8","-","중개거래","서울 강남구"
"71","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","32.0000","202506","19","23,850","11","개인","공공기관","2003","테헤란로64길 8","-","직거래","-"
"72","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","13.9600","202506","18","16,000","2","개인","개인","2004","테헤란로92길 13","-","중개거래","서울 강남구"
"73","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","32.0000","202506","18","22,000","9","개인","개인","2003","테헤란로64길 8","-","중개거래","서울 강남구"
"74","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","29.9700","202506","17","19,000","12","개인","개인","2004","테헤란로64길 14","-","중개거래","서울 강남구"
"75","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","13.9600","202506","16","15,000","4","개인","개인","2004","테헤란로92길 13","-","중개거래","서울 강남구"
"76","서울특별시 강남구 대치동","942-3","0942","0003","바실리체","46.7700","202506","02","101,000","10","개인","개인","2022","삼성로 436","-","중개거래","서울 강남구"
"77","서울특별시 강남구 대치동","622-1","0622","0001","대치 클래시아","20.8000","202505","31","46,800","9","개인","개인","2015","남부순환로 2927","-","중개거래","서울 강남구"
"78","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","44.4600","202505","22","37,000","7","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"79","서울특별시 강남구 대치동","889-56","0889","0056","더 나인 오피스텔","29.9700","202505","17","19,000","7","법인","개인","2004","테헤란로64길 14","-","중개거래","서울 강남구"
"80","서울특별시 강남구 대치동","889-47","0889","0047","샹제리제센터","28.2000","202505","13","22,000","4","개인","개인","1990","선릉로90길 10","-","중개거래","서울 강남구"
"81","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","34.3200","202505","02","26,300","16","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구, 서울 송파구"
"82","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","39.0000","202504","25","29,500","15","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"83","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","13.9600","202504","24","15,800","8","개인","개인","2004","테헤란로92길 13","-","중개거래","서울 강남구"
"84","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","30.1100","202504","23","28,500","10","개인","개인","2004","테헤란로88길 10","-","중개거래","서울 강남구"
"85","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","47.1800","202504","22","95,000","14","법인","개인","2018","영동대로85길 34","-","중개거래","서울 강남구"
"86","서울특별시 강남구 대치동","938","0938","0000","삼환 아르누보2","26.4200","202504","22","46,000","7","개인","개인","2004","도곡로 405","-","중개거래","서울 강남구"
"87","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","27.4500","202504","18","27,000","13","개인","개인","2004","테헤란로88길 10","-","중개거래","서울 강남구"
"88","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","30.1100","202504","16","28,000","22","개인","개인","2004","테헤란로88길 10","-","중개거래","서울 강남구"
"89","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","34.3200","202504","14","20,000","6","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"90","서울특별시 강남구 대치동","944-21","0944","0021","대치2차 아이파크","22.1800","202504","12","36,000","8","개인","법인","2018","영동대로85길 34","-","중개거래","서울 강남구"
"91","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","35.7000","202504","09","29,800","13","개인","개인","1990","테헤란로 406","-","중개거래","서울 강남구"
"92","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","35.7000","202504","08","29,800","15","개인","개인","1990","테헤란로 406","-","중개거래","서울 강남구"
"93","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","37.2500","202504","05","44,000","17","개인","개인","2004","테헤란로88길 10","20250414","중개거래","서울 서초구"
"94","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","37.2500","202504","05","44,000","17","개인","개인","2004","테헤란로88길 10","-","중개거래","서울 서초구"
"95","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","35.7000","202503","28","29,800","16","개인","개인","1990","테헤란로 406","-","중개거래","서울 강남구"
"96","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","35.7200","202503","28","26,200","6","개인","개인","2004","선릉로90길 56","-","중개거래","서울 강남구"
"97","서울특별시 강남구 대치동","891-23","0891","0023","대치동 대우아이빌 명문가","34.2000","202503","28","24,400","2","개인","개인","2004","선릉로90길 56","-","중개거래","서울 강남구"
"98","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","36.6600","202503","27","34,500","20","법인","개인","2004","선릉로86길 31","-","직거래","-"
"99","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","34.9400","202503","24","29,800","19","개인","개인","1990","테헤란로 406","-","중개거래","서울 강남구"
"100","서울특별시 강남구 대치동","889-53","0889","0053","선릉역 롯데골드로즈오피스텔","32.0000","202503","22","22,800","6","개인","개인","2003","테헤란로64길 8","-","중개거래","서울 강남구"
"101","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","35.7000","202503","21","29,800","13","개인","개인","1990","테헤란로 406","20250409","중개거래","서울 강남구"
"102","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","35.7000","202503","20","29,800","5","개인","법인","1990","테헤란로 406","-","중개거래","서울 강남구"
"103","서울특별시 강남구 대치동","943-24","0943","0024","신안메트로칸","30.1100","202503","19","32,000","22","개인","개인","2004","테헤란로88길 10","-","중개거래","서울 강남구"
"104","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","47.6000","202503","19","41,000","4","개인","개인","1990","테헤란로 406","-","중개거래","서울 강남구"
"105","서울특별시 강남구 대치동","891-38","0891","0038","대치트레비스타 101동","18.4500","202503","17","20,300","3","개인","개인","2020","선릉로90길 68","-","중개거래","서울 강남구"
"106","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","57.8400","202503","14","52,500","18","개인","개인","1990","테헤란로 406","-","중개거래","서울 강남구"
"107","서울특별시 강남구 대치동","945-20","0945","0020","대치3차 아이파크 오피스텔","22.3900","202503","06","36,500","8","개인","개인","2019","영동대로85길 20","-","중개거래","서울 강남구"
"108","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","33.0200","202502","28","23,500","2","법인","개인","2004","테헤란로64길 9","20250318","중개거래","서울 강남구"
"109","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌","33.0200","202502","28","23,500","2","법인","개인","2004","테헤란로64길 9","-","중개거래","서울 강남구"
"110","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","44.4600","202502","26","38,000","16","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"111","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","39.0000","202502","17","30,000","5","개인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"112","서울특별시 강남구 대치동","889-5","0889","0005","샹제리제센터","26.7800","202502","13","20,000","20","법인","법인","1990","테헤란로 406","-","직거래","-"
"113","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","13.9600","202502","08","15,900","3","개인","개인","2004","테헤란로92길 13","-","중개거래","서울 강남구"
"114","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","44.4600","202502","07","41,000","18","법인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
