property_id,district,dong,size_type,area_sqm,floor,market_price,jeonse_price,jeonse_ratio,school_score,subway_distance_m,contract_date,avg_price_by_size,price_diff_percent,undervalued_score
PROP_0053,강남구,개포동,40py,117.84,6,523052.0,275058.0,0.53,2,306,2025-03-24,480071.36778115504,-0.08952967225997546,19.0
PROP_0054,강남구,개포동,20py,61.14,2,208384.0,112387.0,0.54,3,158,2025-05-09,228861.1826625387,0.08947424995497287,50.9
PROP_0055,송파구,반포동,30py,84.59,4,301073.0,179466.0,0.6,1,229,2025-10-21,320544.3649425287,0.06074468021304879,20.9
PROP_0056,송파구,잠실동,40py,117.64,31,524807.0,308658.0,0.59,2,195,2025-02-22,480071.36778115504,-0.09318537871902018,31.2
PROP_0057,송파구,개포동,40py,116.11,19,520875.0,280000.0,0.54,2,1451,2025-03-02,480071.36778115504,-0.08499492983186131,27.4
PROP_0058,송파구,반포동,20py,60.89,5,224953.0,128477.0,0.57,4,945,2025-09-14,228861.1826625387,0.01707665151893145,44.8
PROP_0059,강남구,대치동,40py,113.92,26,418380.0,227016.0,0.54,5,884,2025-04-22,480071.36778115504,0.1285045764472203,63.9
PROP_0060,강남구,개포동,30py,84.09,6,352549.0,182368.0,0.52,1,677,2025-12-05,320544.3649425287,-0.09984463480806935,13.8
PROP_0061,서초구,잠실동,40py,117.99,20,500280.0,294261.0,0.59,3,478,2026-02-05,480071.36778115504,-0.042095058308199804,45.0
PROP_0062,송파구,도곡동,40py,111.14,6,413436.0,226471.0,0.55,2,1407,2025-04-16,480071.36778115504,0.13880304524124712,37.7
PROP_0063,송파구,반포동,30py,84.17,28,342072.0,183293.0,0.54,3,232,2025-09-12,320544.3649425287,-0.06715961162296843,36.0
PROP_0064,강남구,대치동,40py,111.66,6,411901.0,230401.0,0.56,3,1346,2025-03-06,480071.36778115504,0.14200048650314662,51.8
PROP_0065,서초구,도곡동,30py,84.66,32,327680.0,177914.0,0.54,4,1195,2025-09-29,320544.3649425287,-0.022260990483331855,49.7
PROP_0066,송파구,잠실동,20py,59.83,18,248123.0,147534.0,0.59,3,1194,2025-06-26,228861.1826625387,-0.08416375863032799,36.1
PROP_0067,강남구,대치동,20py,59.53,18,251748.0,130200.0,0.52,3,1135,2025-05-31,228861.1826625387,-0.1000030545643403,31.6
PROP_0068,강남구,대치동,20py,59.44,19,249761.0,128068.0,0.51,3,1329,2025-09-26,228861.1826625387,-0.0913209356620279,46.1
PROP_0069,송파구,도곡동,40py,110.15,3,498643.0,283493.0,0.57,4,509,2026-02-08,480071.36778115504,-0.038685148636714795,50.9
PROP_0070,송파구,도곡동,40py,118.34,27,534686.0,312101.0,0.58,3,968,2025-12-04,480071.36778115504,-0.11376356909446335,28.2
PROP_0071,송파구,도곡동,30py,84.6,19,305458.0,174153.0,0.57,1,710,2025-11-19,320544.3649425287,0.047064826565376035,26.7
PROP_0072,서초구,도곡동,20py,63.42,13,232077.0,121746.0,0.52,1,1090,2025-11-19,228861.1826625387,-0.014051388269731659,31.5
PROP_0073,강남구,대치동,20py,61.92,19,254100.0,149086.0,0.59,5,260,2025-10-02,228861.1826625387,-0.11028002671242224,53.6
PROP_0074,서초구,대치동,40py,115.93,22,495949.0,280983.0,0.57,4,444,2025-03-11,480071.36778115504,-0.0330734829953094,53.2
PROP_0075,강남구,잠실동,20py,62.66,8,249123.0,136148.0,0.55,1,1425,2025-05-05,228861.1826625387,-0.08853321957764174,17.8
PROP_0076,강남구,반포동,40py,119.02,27,409401.0,212671.0,0.52,1,936,2025-03-19,480071.36778115504,0.14720804556161488,25.9
PROP_0077,강남구,대치동,40py,116.59,32,425568.0,242262.0,0.57,5,1299,2025-08-16,480071.36778115504,0.11353180264231236,72.0
PROP_0078,송파구,도곡동,20py,63.36,23,234187.0,127225.0,0.54,2,192,2025-08-03,228861.1826625387,-0.023270950868563657,30.7
PROP_0079,서초구,개포동,20py,62.83,13,202708.0,119522.0,0.59,1,663,2025-09-06,228861.1826625387,0.11427531029192567,24.9
PROP_0080,송파구,잠실동,40py,116.43,1,524520.0,264734.0,0.5,4,333,2025-09-20,480071.36778115504,-0.09258755093910802,40.3
PROP_0081,강남구,도곡동,40py,113.56,16,457071.0,256485.0,0.56,2,835,2025-05-17,480071.36778115504,0.04791030943474216,34.2
PROP_0082,서초구,잠실동,30py,84.94,11,325099.0,171778.0,0.53,3,1467,2025-12-06,320544.3649425287,-0.014209062942934274,35.7
PROP_0083,강남구,반포동,20py,59.47,10,233954.0,125372.0,0.54,3,271,2025-05-30,228861.1826625387,-0.022252866467839555,35.6
PROP_0084,송파구,반포동,30py,84.06,23,298561.0,172006.0,0.58,4,324,2025-10-24,320544.3649425287,0.068581348938922,55.5
PROP_0085,송파구,도곡동,30py,84.7,28,281626.0,159211.0,0.57,1,899,2025-11-09,320544.3649425287,0.12141334928631953,29.4
PROP_0086,서초구,잠실동,30py,84.36,9,280892.0,166333.0,0.59,4,160,2025-02-22,320544.3649425287,0.12370320392198471,59.9
PROP_0087,송파구,개포동,40py,119.16,2,432101.0,250720.0,0.58,4,726,2025-04-07,480071.36778115504,0.0999234093107231,62.1
PROP_0088,강남구,반포동,30py,84.07,22,280538.0,152728.0,0.54,4,1018,2025-06-12,320544.3649425287,0.12480757523128372,63.9
PROP_0089,송파구,도곡동,30py,84.99,13,279669.0,153191.0,0.55,3,158,2025-08-17,320544.3649425287,0.12751858841710528,50.0
PROP_0090,강남구,대치동,40py,116.47,13,499593.0,287465.0,0.58,3,935,2025-06-25,480071.36778115504,-0.04066402107893273,48.5
PROP_0091,서초구,반포동,40py,119.52,5,440783.0,262033.0,0.59,4,430,2025-10-11,480071.36778115504,0.08183859821247454,50.2
PROP_0092,서초구,도곡동,30py,84.04,1,307266.0,166134.0,0.54,1,897,2025-11-27,320544.3649425287,0.04142442168624436,22.7
PROP_0093,송파구,대치동,30py,84.54,19,361358.0,193724.0,0.54,5,1284,2025-06-20,320544.3649425287,-0.1273260101290156,49.3
PROP_0094,서초구,잠실동,20py,62.26,25,219620.0,127637.0,0.58,3,627,2025-12-28,228861.1826625387,0.040378986750955644,55.2
PROP_0095,서초구,잠실동,20py,59.7,4,261268.0,144355.0,0.55,1,1306,2025-05-05,228861.1826625387,-0.14160032278276716,9.8
PROP_0096,강남구,대치동,40py,118.63,24,446209.0,252692.0,0.57,3,1255,2025-10-11,480071.36778115504,0.07053611203197503,42.0
PROP_0097,송파구,잠실동,20py,61.33,9,251065.0,142130.0,0.57,1,516,2025-12-26,228861.1826625387,-0.09701871273732503,14.1
PROP_0098,서초구,반포동,30py,84.76,25,350329.0,190475.0,0.54,1,864,2025-07-09,320544.3649425287,-0.09291891642771963,19.5
PROP_0099,서초구,개포동,40py,117.33,16,428680.0,250482.0,0.58,4,320,2025-02-19,480071.36778115504,0.10704943312633107,55.2
PROP_0100,송파구,잠실동,40py,117.91,12,487555.0,261708.0,0.54,2,1173,2025-11-27,480071.36778115504,-0.01558858270059638,19.2
PROP_0101,강남구,대치동,20py,64.03,5,225388.0,122239.0,0.54,5,854,2025-05-12,228861.1826625387,0.015175936006849971,73.9
PROP_0102,송파구,반포동,30py,84.45,12,317811.0,187053.0,0.59,2,879,2025-09-12,320544.3649425287,0.00852725937958319,27.8
PROP_0103,송파구,잠실동,20py,63.49,5,263717.0,152461.0,0.58,1,1159,2025-04-14,228861.1826625387,-0.1523011326427385,13.9
PROP_0104,서초구,도곡동,40py,115.52,2,467309.0,244014.0,0.52,3,1440,2025-04-24,480071.36778115504,0.026584313578502952,40.6
PROP_0105,강남구,반포동,20py,60.78,4,200199.0,119285.0,0.6,2,524,2025-02-24,228861.1826625387,0.12523828780873586,29.1
PROP_0106,강남구,반포동,40py,118.55,6,437884.0,226868.0,0.52,1,234,2025-10-06,480071.36778115504,0.08787728369667433,23.2
PROP_0107,강남구,도곡동,20py,62.51,35,260365.0,151988.0,0.58,3,601,2025-10-11,228861.1826625387,-0.13765469954734283,39.3
PROP_0108,서초구,도곡동,40py,115.36,16,547083.0,295360.0,0.54,3,550,2025-07-06,480071.36778115504,-0.13958681295359573,35.2
PROP_0109,송파구,대치동,20py,64.75,20,225600.0,118151.0,0.52,5,958,2025-08-30,228861.1826625387,0.014249610286019457,51.8
PROP_0110,송파구,잠실동,20py,59.66,12,253995.0,135332.0,0.53,1,597,2025-12-22,228861.1826625387,-0.10982123331295429,16.4
PROP_0111,서초구,대치동,40py,111.0,35,481005.0,249834.0,0.52,4,1472,2025-05-16,480071.36778115504,-0.001944777967409547,59.7
PROP_0112,강남구,대치동,40py,118.72,8,469595.0,250842.0,0.53,4,936,2025-04-20,480071.36778115504,0.021822521575439575,52.5
PROP_0113,강남구,반포동,30py,84.87,13,287308.0,157230.0,0.55,2,1178,2025-09-17,320544.3649425287,0.10368725386418119,30.0
PROP_0114,서초구,잠실동,30py,84.28,30,331795.0,168558.0,0.51,3,415,2025-02-20,320544.3649425287,-0.035098527030691815,36.4
PROP_0115,강남구,잠실동,30py,84.11,19,299100.0,161560.0,0.54,1,1359,2025-12-12,320544.3649425287,0.0668998344312605,26.8
PROP_0116,강남구,대치동,30py,84.49,17,328536.0,169945.0,0.52,4,809,2025-04-18,320544.3649425287,-0.024931447660619856,45.3
PROP_0117,서초구,반포동,30py,84.31,28,337689.0,183693.0,0.54,2,815,2026-01-29,320544.3649425287,-0.05348599736122391,38.8
PROP_0118,송파구,대치동,30py,84.02,21,297019.0,177585.0,0.6,4,1217,2025-06-12,320544.3649425287,0.07339191548959734,65.8
PROP_0119,서초구,대치동,20py,63.01,7,252403.0,127726.0,0.51,4,1088,2025-12-15,228861.1826625387,-0.10286505148483081,41.4
PROP_0120,강남구,도곡동,30py,84.68,32,331056.0,169499.0,0.51,2,183,2025-09-02,320544.3649425287,-0.03279307393020603,25.2
PROP_0121,서초구,도곡동,20py,64.46,10,260246.0,139102.0,0.53,1,970,2025-09-16,228861.1826625387,-0.1371347336946125,6.5
PROP_0122,강남구,도곡동,30py,84.96,1,350399.0,206919.0,0.59,4,482,2025-08-25,320544.3649425287,-0.09313729493520813,52.2
PROP_0123,송파구,대치동,40py,118.24,12,526307.0,303446.0,0.58,3,745,2025-06-25,480071.36778115504,-0.09630991415410113,37.6
PROP_0124,송파구,잠실동,30py,84.09,17,297255.0,165619.0,0.56,3,1278,2025-02-26,320544.3649425287,0.07265566795006466,49.7
PROP_0125,서초구,반포동,30py,84.48,14,324348.0,192813.0,0.59,1,640,2025-09-18,320544.3649425287,-0.01186617352687903,28.5
PROP_0126,강남구,반포동,30py,84.92,15,287791.0,159861.0,0.56,1,1025,2025-12-19,320544.3649425287,0.1021804421625105,24.7
PROP_0127,서초구,도곡동,40py,119.11,17,425050.0,244535.0,0.58,3,311,2025-12-17,480071.36778115504,0.11461080887922698,47.8
PROP_0128,서초구,개포동,30py,84.26,9,297617.0,162590.0,0.55,2,1433,2025-08-05,320544.3649425287,0.07152633909705268,37.8
PROP_0129,강남구,반포동,20py,62.42,29,248721.0,132570.0,0.53,3,1119,2025-12-05,228861.1826625387,-0.08677669627682161,40.2
PROP_0130,송파구,도곡동,20py,63.72,5,212545.0,118107.0,0.56,1,1361,2025-04-02,228861.1826625387,0.07129292295320037,25.1
PROP_0131,서초구,잠실동,20py,64.69,29,209814.0,124071.0,0.59,3,1344,2026-02-16,228861.1826625387,0.08322592080031421,40.3
PROP_0132,강남구,반포동,40py,114.25,24,548614.0,298943.0,0.54,3,1361,2025-11-15,480071.36778115504,-0.1427759221210017,26.5
PROP_0133,서초구,반포동,20py,64.73,33,203562.0,112513.0,0.55,1,962,2025-11-01,228861.1826625387,0.11054379064291973,27.7
PROP_0134,송파구,대치동,20py,63.81,15,217653.0,111301.0,0.51,3,580,2026-02-15,228861.1826625387,0.04897371643432178,41.4
PROP_0135,서초구,반포동,20py,60.01,22,200711.0,107172.0,0.53,2,432,2025-08-29,228861.1826625387,0.12300112380371123,40.3
PROP_0136,강남구,도곡동,40py,114.46,19,477115.0,245055.0,0.51,3,1217,2025-10-22,480071.36778115504,0.006158183927567061,41.3
PROP_0137,서초구,잠실동,30py,84.86,35,293020.0,159715.0,0.55,1,1055,2025-08-14,320544.3649425287,0.0858675676531192,22.2
PROP_0138,서초구,도곡동,20py,61.43,27,262247.0,149697.0,0.57,3,953,2025-06-15,228861.1826625387,-0.1458780250501873,33.7
PROP_0139,서초구,개포동,20py,63.39,19,253758.0,142314.0,0.56,3,1230,2025-05-31,228861.1826625387,-0.10878567106844093,38.8
PROP_0140,송파구,도곡동,30py,84.11,22,318947.0,163164.0,0.51,1,1497,2025-06-23,320544.3649425287,0.00498328817234117,11.7
PROP_0141,서초구,대치동,40py,117.94,2,462947.0,241567.0,0.52,4,532,2025-09-21,480071.36778115504,0.03567046262371837,56.0
PROP_0142,서초구,도곡동,20py,59.37,23,207430.0,113318.0,0.55,4,740,2025-03-31,228861.1826625387,0.09364271569871017,59.8
PROP_0143,서초구,대치동,20py,60.79,22,214539.0,121669.0,0.57,4,780,2025-07-26,228861.1826625387,0.06258021782425678,52.0
PROP_0144,강남구,개포동,30py,84.47,33,274909.0,144308.0,0.52,1,170,2025-07-28,320544.3649425287,0.14236832692632362,26.3
PROP_0145,서초구,반포동,40py,115.49,29,507015.0,293426.0,0.58,4,345,2025-10-06,480071.36778115504,-0.05612422241171329,48.4
PROP_0146,서초구,도곡동,40py,119.28,15,503068.0,269965.0,0.54,2,642,2025-09-08,480071.36778115504,-0.04790252817020361,22.0
PROP_0147,송파구,잠실동,30py,84.66,7,364322.0,185376.0,0.51,2,1156,2025-08-28,320544.3649425287,-0.13657278007467172,25.9
PROP_0148,강남구,개포동,30py,84.47,9,330372.0,187072.0,0.57,4,1470,2025-12-10,320544.3649425287,-0.030659203942746925,51.5
PROP_0149,송파구,대치동,30py,84.8,35,307498.0,183331.0,0.6,5,886,2025-02-19,320544.3649425287,0.04070065291856818,70.8
PROP_0150,송파구,반포동,20py,63.52,7,197541.0,100767.0,0.51,2,745,2025-09-07,228861.1826625387,0.13685231500669578,32.7
PROP_0151,송파구,대치동,30py,84.56,23,311891.0,177877.0,0.57,5,465,2026-01-31,320544.3649425287,0.026995841727182446,62.7
PROP_0152,강남구,대치동,20py,60.87,29,197454.0,116055.0,0.59,5,444,2026-01-01,228861.1826625387,0.13723245810911208,81.8
PROP_0153,송파구,대치동,20py,63.23,2,228488.0,132360.0,0.58,5,593,2025-05-27,228861.1826625387,0.0016306070701773666,55.5
PROP_0154,송파구,도곡동,20py,60.83,35,222120.0,121420.0,0.55,2,547,2025-03-08,228861.1826625387,0.029455334382671287,30.4
PROP_0155,서초구,잠실동,30py,84.75,19,365787.0,202121.0,0.55,1,849,2025-10-10,320544.3649425287,-0.1411431302671097,15.8
PROP_0156,송파구,도곡동,20py,63.53,19,230218.0,118775.0,0.52,2,397,2025-12-28,228861.1826625387,-0.00592856036867541,20.9
PROP_0157,강남구,도곡동,30py,84.07,35,288686.0,147313.0,0.51,3,955,2025-11-16,320544.3649425287,0.09938831695962176,48.3
PROP_0158,서초구,개포동,40py,119.25,35,504307.0,262564.0,0.52,1,197,2025-06-24,480071.36778115504,-0.05048339443958048,27.5
PROP_0159,송파구,반포동,20py,62.95,21,245600.0,126916.0,0.52,3,1269,2025-04-03,228861.1826625387,-0.07313960866025541,39.4
PROP_0160,강남구,반포동,20py,62.84,14,255078.0,130837.0,0.51,1,559,2025-07-07,228861.1826625387,-0.11455335951889507,10.4
PROP_0161,서초구,개포동,30py,84.73,8,347152.0,203307.0,0.59,1,1198,2026-01-31,320544.3649425287,-0.08300765188070564,13.2
PROP_0162,서초구,대치동,40py,117.31,19,458012.0,252512.0,0.55,4,1307,2026-01-01,480071.36778115504,0.045950184205134706,48.1
PROP_0163,강남구,대치동,40py,115.67,17,537160.0,269974.0,0.5,4,1349,2025-10-12,480071.36778115504,-0.11891696953872354,46.6
PROP_0164,송파구,도곡동,40py,112.9,5,510347.0,280688.0,0.55,3,1156,2025-07-03,480071.36778115504,-0.06306485712483978,40.5
PROP_0165,서초구,개포동,30py,84.39,15,311111.0,172905.0,0.56,1,1166,2025-10-05,320544.3649425287,0.029429202239197212,16.9
PROP_0166,송파구,도곡동,30py,84.35,9,305705.0,171068.0,0.56,4,984,2025-12-12,320544.3649425287,0.04629426240323802,50.1
PROP_0167,서초구,대치동,40py,118.76,32,460063.0,244785.0,0.53,5,1248,2025-12-04,480071.36778115504,0.04167790275356734,64.9
PROP_0168,서초구,잠실동,30py,84.24,35,295914.0,170792.0,0.58,4,1145,2025-03-23,320544.3649425287,0.0768391762149516,52.4
PROP_0169,강남구,개포동,30py,84.81,17,356086.0,180117.0,0.51,2,525,2026-02-03,320544.3649425287,-0.11087898882216708,30.2
PROP_0170,송파구,개포동,30py,84.04,29,281442.0,146012.0,0.52,3,1018,2025-04-27,320544.3649425287,0.12198737279171788,45.2
PROP_0171,서초구,도곡동,40py,115.83,19,512387.0,273674.0,0.53,4,230,2025-07-09,480071.36778115504,-0.06731422531654987,43.2
PROP_0172,송파구,도곡동,30py,84.69,9,278754.0,151895.0,0.54,2,1248,2026-01-15,320544.3649425287,0.13037310747927647,32.3
PROP_0173,서초구,반포동,40py,114.79,31,492329.0,281245.0,0.57,2,897,2025-11-30,480071.36778115504,-0.025532937478647363,28.6
PROP_0174,강남구,대치동,30py,84.48,15,327755.0,191706.0,0.58,4,643,2025-11-01,320544.3649425287,-0.022494967455640967,50.2
PROP_0175,서초구,반포동,30py,84.5,10,352976.0,199760.0,0.57,2,1071,2025-05-05,320544.3649425287,-0.10117674370374923,24.3
PROP_0176,송파구,개포동,30py,84.42,23,328630.0,167645.0,0.51,1,926,2025-05-02,320544.3649425287,-0.025224698799247276,24.2
PROP_0177,송파구,잠실동,30py,84.23,12,343585.0,191183.0,0.56,4,1182,2025-10-31,320544.3649425287,-0.07187970707768425,53.5
PROP_0178,강남구,반포동,20py,59.49,23,208794.0,124362.0,0.6,3,1276,2025-05-05,228861.1826625387,0.08768277096657423,40.9
PROP_0179,송파구,반포동,40py,116.19,23,467129.0,278570.0,0.6,2,1442,2025-04-15,480071.36778115504,0.026959257830712666,32.6
PROP_0180,서초구,개포동,20py,64.52,15,258727.0,135444.0,0.52,1,737,2026-01-17,228861.1826625387,-0.13049752251564292,17.3
PROP_0181,송파구,도곡동,40py,115.04,24,543440.0,291896.0,0.54,1,432,2025-07-26,480071.36778115504,-0.1319983578935958,12.0
PROP_0182,서초구,잠실동,20py,64.73,35,200501.0,117799.0,0.59,2,694,2026-01-09,228861.1826625387,0.1239187106026471,36.7
PROP_0183,강남구,반포동,30py,84.08,22,292136.0,169734.0,0.58,3,666,2025-06-20,320544.3649425287,0.08862537623340261,41.8
PROP_0184,서초구,반포동,40py,110.83,32,412795.0,246910.0,0.6,3,1226,2026-02-04,480071.36778115504,0.14013826338383836,55.6
PROP_0185,서초구,개포동,30py,84.7,2,298407.0,152494.0,0.51,4,952,2025-05-31,320544.3649425287,0.0690617816553967,61.3
PROP_0186,강남구,개포동,40py,117.14,21,510027.0,271349.0,0.53,3,328,2025-05-23,480071.36778115504,-0.06239828956535585,35.7
PROP_0187,송파구,반포동,40py,114.86,6,464123.0,276323.0,0.6,3,992,2025-03-16,480071.36778115504,0.033220826842614896,39.3
PROP_0188,강남구,대치동,20py,61.77,27,236589.0,133050.0,0.56,3,236,2025-07-11,228861.1826625387,-0.03376639606401127,36.0
PROP_0189,서초구,대치동,40py,115.91,6,495359.0,286841.0,0.58,4,192,2025-12-15,480071.36778115504,-0.03184449905751089,56.6
PROP_0190,서초구,반포동,40py,111.61,32,426923.0,226826.0,0.53,2,383,2025-04-04,480071.36778115504,0.11070930563262256,33.5
PROP_0191,강남구,대치동,20py,59.62,30,227062.0,114265.0,0.5,3,717,2025-06-22,228861.1826625387,0.007861458381046765,40.0
PROP_0192,송파구,잠실동,30py,84.32,13,297774.0,149884.0,0.5,2,853,2026-02-05,320544.3649425287,0.07103654730168561,26.7
PROP_0193,서초구,반포동,30py,84.77,3,318390.0,178137.0,0.56,4,893,2025-12-20,320544.3649425287,0.006720957153356843,58.4
