property_id,district,dong,size_type,area_sqm,floor,market_price,jeonse_price,jeonse_ratio,school_score,subway_distance_m,contract_date,avg_price_by_size,price_diff_percent,undervalued_score
PROP_0079,강남구,도곡동,20py,64.83,30,207686.0,120895.0,0.58,1,152,2026-01-30,229624.656394453,0.0955413793053931,25.2
PROP_0080,서초구,반포동,40py,116.58,4,418685.0,216138.0,0.52,2,681,2025-03-23,481442.3174366617,0.13035272381289584,37.9
PROP_0081,서초구,반포동,20py,62.42,17,253709.0,127176.0,0.5,1,355,2025-06-26,229624.656394453,-0.10488570340710507,12.8
PROP_0082,서초구,잠실동,30py,84.74,7,320293.0,171073.0,0.53,3,609,2026-01-23,320710.1926470588,0.001300840000174013,45.9
PROP_0083,강남구,반포동,20py,62.87,25,206204.0,112996.0,0.55,4,1057,2025-06-09,229624.656394453,0.10199539005175735,55.8
PROP_0084,송파구,반포동,20py,61.45,2,233283.0,136555.0,0.59,2,353,2025-04-28,229624.656394453,-0.015931841392775547,27.3
PROP_0085,강남구,잠실동,20py,59.35,34,227427.0,117467.0,0.52,3,1398,2025-10-11,229624.656394453,0.009570646414720472,38.0
PROP_0086,서초구,잠실동,30py,84.82,9,285881.0,153310.0,0.54,4,1034,2025-11-16,320710.1926470588,0.10860020493763443,52.3
PROP_0087,강남구,반포동,40py,110.59,13,449490.0,259909.0,0.58,4,1242,2025-12-08,481442.3174366617,0.06636790385769385,47.4
PROP_0088,서초구,대치동,40py,111.77,29,423314.0,226360.0,0.53,3,683,2025-10-28,481442.3174366617,0.1207378648103758,47.4
PROP_0089,강남구,대치동,40py,113.17,1,539391.0,283169.0,0.52,4,362,2025-05-30,481442.3174366617,-0.12036474664685455,56.7
PROP_0090,강남구,도곡동,20py,63.7,4,257033.0,130515.0,0.51,3,1361,2025-04-21,229624.656394453,-0.11936150078963867,35.7
PROP_0091,강남구,반포동,40py,117.42,1,526010.0,314709.0,0.6,1,1340,2025-08-31,481442.3174366617,-0.09257117820599893,11.5
PROP_0092,송파구,반포동,20py,60.86,11,262614.0,132846.0,0.51,1,801,2025-05-11,229624.656394453,-0.14366638201464468,14.9
PROP_0093,강남구,개포동,40py,119.65,14,438848.0,241563.0,0.55,4,229,2025-06-07,481442.3174366617,0.08847231723095338,65.2
PROP_0094,송파구,반포동,20py,62.83,30,243007.0,128010.0,0.53,4,157,2025-07-24,229624.656394453,-0.05827921014962174,50.4
PROP_0095,강남구,개포동,40py,114.23,7,430558.0,245373.0,0.57,3,941,2025-12-28,481442.3174366617,0.1056914101518631,50.3
PROP_0096,송파구,반포동,20py,60.69,20,237183.0,128553.0,0.54,1,236,2025-06-18,229624.656394453,-0.03291608019899728,13.3
PROP_0097,서초구,도곡동,40py,118.46,22,454356.0,242683.0,0.53,3,604,2025-06-20,481442.3174366617,0.05626077404428652,40.0
PROP_0098,서초구,개포동,40py,113.75,34,443781.0,245072.0,0.55,3,888,2025-05-12,481442.3174366617,0.078226022251599,41.4
PROP_0099,송파구,도곡동,40py,115.13,15,425684.0,232709.0,0.55,3,496,2025-04-06,481442.3174366617,0.11581515670150293,52.6
PROP_0100,강남구,반포동,20py,64.16,14,195953.0,112466.0,0.57,4,1141,2025-07-03,229624.656394453,0.1466378085139571,65.4
PROP_0101,강남구,대치동,40py,115.27,16,473361.0,252336.0,0.53,5,1187,2025-10-01,481442.3174366617,0.016785640031995862,61.6
PROP_0102,송파구,개포동,20py,62.52,16,209529.0,110557.0,0.53,2,1372,2025-03-13,229624.656394453,0.08751523773619652,41.4
PROP_0103,강남구,반포동,30py,84.25,29,278526.0,155376.0,0.56,1,968,2025-05-14,320710.1926470588,0.13153368247788264,26.6
PROP_0104,송파구,개포동,20py,60.31,14,254972.0,134265.0,0.53,1,190,2026-01-10,229624.656394453,-0.11038598382050456,11.4
PROP_0105,강남구,대치동,40py,116.68,20,451174.0,226873.0,0.5,5,801,2025-04-11,481442.3174366617,0.06287008088075634,69.4
PROP_0106,송파구,대치동,40py,112.86,6,444579.0,225461.0,0.51,5,867,2025-12-09,481442.3174366617,0.0765685028124089,70.7
PROP_0107,서초구,대치동,20py,63.28,1,220956.0,126654.0,0.57,4,283,2025-06-24,229624.656394453,0.03775141803396684,52.9
PROP_0108,강남구,반포동,20py,64.07,11,219776.0,128406.0,0.58,2,780,2025-05-14,229624.656394453,0.042890239006105724,33.6
PROP_0109,강남구,대치동,30py,84.15,29,309339.0,155074.0,0.5,4,1015,2025-08-25,320710.1926470588,0.03545628703972247,57.7
PROP_0110,강남구,개포동,40py,114.4,17,449685.0,253806.0,0.56,4,123,2025-05-05,481442.3174366617,0.0659628709120271,58.8
PROP_0111,송파구,개포동,40py,111.39,30,537588.0,318928.0,0.59,3,1472,2025-09-01,481442.3174366617,-0.11661974971845887,38.7
PROP_0112,서초구,잠실동,20py,64.98,34,209753.0,121896.0,0.58,1,796,2025-07-16,229624.656394453,0.08653973273809558,31.6
PROP_0113,강남구,반포동,30py,84.86,20,364512.0,212576.0,0.58,4,1314,2025-09-02,320710.1926470588,-0.13657753435091172,42.1
PROP_0114,송파구,반포동,30py,84.08,32,362360.0,197750.0,0.55,4,1060,2025-05-03,320710.1926470588,-0.12986742644246657,39.9
PROP_0115,강남구,개포동,40py,115.92,27,445650.0,242964.0,0.55,4,789,2026-01-10,481442.3174366617,0.07434393724928534,50.3
PROP_0116,강남구,잠실동,40py,116.35,33,421676.0,217295.0,0.52,2,1302,2025-12-03,481442.3174366617,0.12414014155397654,39.1
PROP_0117,강남구,대치동,20py,62.97,2,224383.0,112952.0,0.5,3,880,2025-04-18,229624.656394453,0.022827062549627897,37.8
PROP_0118,송파구,잠실동,30py,84.79,1,357588.0,212801.0,0.6,4,598,2025-03-12,320710.1926470588,-0.11498794924028241,38.6
PROP_0119,서초구,도곡동,30py,84.75,24,326340.0,195012.0,0.6,3,1485,2025-06-29,320710.1926470588,-0.017554189052970914,41.0
PROP_0120,서초구,반포동,30py,84.92,24,286915.0,146515.0,0.51,4,808,2025-07-12,320710.1926470588,0.10537611033850233,53.9
PROP_0121,송파구,잠실동,30py,84.77,24,354302.0,187414.0,0.53,4,538,2025-08-12,320710.1926470588,-0.1047419387443945,50.1
PROP_0122,송파구,개포동,40py,114.96,4,470496.0,248584.0,0.53,3,1450,2025-05-06,481442.3174366617,0.02273650869525357,44.8
PROP_0123,송파구,반포동,20py,62.42,23,208171.0,109442.0,0.53,3,746,2025-09-20,229624.656394453,0.09342923678718347,53.6
PROP_0124,송파구,반포동,30py,84.14,27,317188.0,175384.0,0.55,4,479,2025-10-03,320710.1926470588,0.010982478037219655,54.6
PROP_0125,송파구,개포동,40py,118.53,21,417371.0,247915.0,0.59,3,1147,2026-02-03,481442.3174366617,0.13308202273908104,43.6
PROP_0126,강남구,잠실동,40py,119.76,13,420440.0,215969.0,0.51,2,203,2025-05-28,481442.3174366617,0.12670742730189505,44.0
PROP_0127,서초구,도곡동,20py,62.17,10,225597.0,120791.0,0.54,2,1261,2025-06-02,229624.656394453,0.01754017385456298,31.6
PROP_0128,송파구,도곡동,40py,119.99,22,424172.0,254295.0,0.6,1,1326,2025-12-24,481442.3174366617,0.11895571984944207,28.3
PROP_0129,송파구,반포동,20py,62.18,9,246106.0,126467.0,0.51,4,478,2025-06-28,229624.656394453,-0.07177514760102716,51.7
PROP_0130,송파구,도곡동,30py,84.7,26,339073.0,187828.0,0.55,4,201,2025-04-10,320710.1926470588,-0.05725670020456581,43.8
PROP_0131,강남구,도곡동,30py,84.49,22,288627.0,154250.0,0.53,1,308,2026-01-22,320710.1926470588,0.10003795757862402,24.4
PROP_0132,강남구,도곡동,30py,84.63,15,288537.0,160045.0,0.55,3,965,2026-01-13,320710.1926470588,0.10031858476810361,43.2
PROP_0133,송파구,대치동,30py,84.47,24,296489.0,153007.0,0.52,4,660,2025-07-21,320710.1926470588,0.07552361353764082,61.6
PROP_0134,서초구,반포동,30py,84.79,29,354009.0,208972.0,0.59,2,863,2025-07-26,320710.1926470588,-0.1038283413386443,35.8
PROP_0135,서초구,잠실동,30py,84.64,33,288688.0,168618.0,0.58,2,1027,2026-02-10,320710.1926470588,0.09984775470575454,32.1
PROP_0136,서초구,대치동,20py,59.41,12,197604.0,112828.0,0.57,5,432,2025-09-13,229624.656394453,0.13944781408598989,69.3
PROP_0137,강남구,잠실동,40py,113.52,31,480650.0,250790.0,0.52,4,374,2025-09-18,481442.3174366617,0.0016457162321754663,53.6
PROP_0138,송파구,잠실동,40py,116.27,27,438243.0,224189.0,0.51,2,1390,2025-06-18,481442.3174366617,0.08972895790853484,34.9
PROP_0139,서초구,개포동,20py,62.79,17,212840.0,107267.0,0.5,3,158,2025-06-20,229624.656394453,0.073096054483017,46.2
PROP_0140,송파구,개포동,30py,84.05,28,319238.0,173027.0,0.54,1,800,2025-09-13,320710.1926470588,0.004590414276851357,19.5
PROP_0141,서초구,대치동,20py,59.35,5,253000.0,135091.0,0.53,5,715,2025-08-13,229624.656394453,-0.1017980558907945,60.5
PROP_0142,송파구,반포동,40py,111.6,27,539709.0,315248.0,0.58,1,432,2025-04-07,481442.3174366617,-0.12102526191209573,14.0
PROP_0143,서초구,반포동,40py,117.65,27,441777.0,262261.0,0.59,4,453,2025-03-10,481442.3174366617,0.08238851467783581,61.7
PROP_0144,강남구,잠실동,30py,84.59,18,290071.0,160697.0,0.55,3,507,2025-08-21,320710.1926470588,0.09553545022741826,47.2
PROP_0145,송파구,개포동,30py,84.93,1,324024.0,185710.0,0.57,1,518,2025-07-24,320710.1926470588,-0.010332716043696288,23.7
PROP_0146,서초구,개포동,40py,118.53,19,519375.0,271303.0,0.52,1,350,2025-08-12,481442.3174366617,-0.07878967259318395,23.8
PROP_0147,서초구,대치동,20py,59.62,12,234773.0,139233.0,0.59,4,1228,2025-10-19,229624.656394453,-0.022420691603357697,54.3
PROP_0148,서초구,개포동,20py,61.01,23,218394.0,125814.0,0.58,2,1043,2025-05-04,229624.656394453,0.04890875644974635,36.5
PROP_0149,서초구,개포동,30py,84.73,32,280462.0,162828.0,0.58,4,324,2025-12-21,320710.1926470588,0.12549707982418848,57.5
PROP_0150,서초구,도곡동,40py,119.89,22,457080.0,235939.0,0.52,1,352,2026-02-06,481442.3174366617,0.05060277535712631,19.9
PROP_0151,송파구,반포동,40py,118.24,2,491843.0,278205.0,0.57,4,1064,2025-05-14,481442.3174366617,-0.02160317484909627,49.0
PROP_0152,서초구,대치동,40py,115.76,29,453170.0,247501.0,0.55,5,553,2025-07-20,481442.3174366617,0.05872420519075201,70.2
PROP_0153,송파구,반포동,40py,111.01,21,418943.0,232201.0,0.55,2,339,2025-03-25,481442.3174366617,0.12981683406939828,40.4
PROP_0154,강남구,도곡동,40py,112.22,19,516989.0,298554.0,0.58,1,790,2025-03-19,481442.3174366617,-0.07383373101184612,15.9
PROP_0155,강남구,개포동,30py,84.49,27,306121.0,158903.0,0.52,3,331,2025-06-21,320710.1926470588,0.04549026810355915,30.0
PROP_0156,서초구,잠실동,20py,62.94,11,199095.0,100704.0,0.51,2,511,2026-01-23,229624.656394453,0.1329546089423805,42.8
PROP_0157,송파구,도곡동,40py,118.7,34,459134.0,264556.0,0.58,3,598,2025-10-02,481442.3174366617,0.04633642832943649,48.0
PROP_0158,강남구,개포동,30py,84.32,10,351891.0,203052.0,0.58,2,1221,2025-11-16,320710.1926470588,-0.09722424814622475,29.0
PROP_0159,송파구,도곡동,30py,84.52,2,311456.0,180805.0,0.58,1,1284,2025-08-22,320710.1926470588,0.028855311927186038,27.4
PROP_0160,서초구,개포동,40py,119.04,32,526714.0,275993.0,0.52,3,1469,2025-06-06,481442.3174366617,-0.09403345099445737,30.9
PROP_0161,송파구,개포동,30py,84.57,25,287710.0,147203.0,0.51,2,1025,2025-11-25,320710.1926470588,0.10289723683143268,45.3
PROP_0162,서초구,개포동,40py,114.62,28,421351.0,218563.0,0.52,2,410,2026-01-29,481442.3174366617,0.12481519646342112,37.0
PROP_0163,송파구,도곡동,40py,113.06,1,473995.0,280472.0,0.59,1,1254,2025-10-16,481442.3174366617,0.015468763685571643,22.2
PROP_0164,송파구,반포동,20py,64.64,9,216400.0,125431.0,0.58,2,754,2025-08-19,229624.656394453,0.057592492906055615,32.3
PROP_0165,강남구,대치동,20py,62.4,23,226249.0,116655.0,0.52,5,1121,2025-09-11,229624.656394453,0.014700757520804882,64.4
PROP_0166,송파구,대치동,40py,114.08,32,542692.0,280044.0,0.52,5,1254,2025-10-22,481442.3174366617,-0.12722122743478254,56.7
PROP_0167,강남구,반포동,20py,64.38,24,239785.0,140752.0,0.59,3,134,2025-11-06,229624.656394453,-0.04424761593586624,42.7
PROP_0168,강남구,잠실동,40py,114.88,11,535067.0,308997.0,0.58,1,139,2025-07-11,481442.3174366617,-0.1113834007131979,19.9
PROP_0169,송파구,대치동,30py,84.12,5,333093.0,185177.0,0.56,5,923,2025-06-17,320710.1926470588,-0.038610582503589015,60.2
PROP_0170,강남구,대치동,40py,110.31,7,502705.0,296372.0,0.59,4,587,2025-12-27,481442.3174366617,-0.04416454846874905,40.9
PROP_0171,강남구,도곡동,40py,115.85,28,526746.0,301507.0,0.57,2,466,2025-09-10,481442.3174366617,-0.0940999179393873,20.8
PROP_0172,강남구,잠실동,30py,84.94,22,339535.0,182789.0,0.54,2,1032,2025-12-17,320710.1926470588,-0.05869725311056101,28.2
PROP_0173,서초구,개포동,20py,60.86,4,244436.0,133545.0,0.55,4,583,2025-04-01,229624.656394453,-0.06450240944554247,44.5
PROP_0174,강남구,개포동,40py,111.31,16,504167.0,260168.0,0.52,1,258,2025-03-18,481442.3174366617,-0.047201257015235185,23.2
PROP_0175,강남구,도곡동,40py,112.39,29,517002.0,274289.0,0.53,1,991,2025-06-23,481442.3174366617,-0.07386073320822391,15.6
PROP_0176,강남구,잠실동,20py,60.57,5,237453.0,120762.0,0.51,3,881,2025-03-19,229624.656394453,-0.03409191211635109,27.2
PROP_0177,송파구,대치동,30py,84.76,24,345694.0,186535.0,0.54,3,1028,2025-02-18,320710.1926470588,-0.07790150711061386,40.1
PROP_0178,서초구,대치동,20py,61.55,28,212013.0,123817.0,0.58,5,801,2025-09-27,229624.656394453,0.07669758409654144,55.8
PROP_0179,송파구,반포동,40py,119.34,28,482598.0,272638.0,0.56,4,327,2026-01-23,481442.3174366617,-0.002400459040433963,46.4
PROP_0180,서초구,반포동,40py,110.37,28,473806.0,258241.0,0.55,4,1334,2025-11-25,481442.3174366617,0.015861334079064038,50.5
PROP_0181,강남구,개포동,40py,117.51,6,519981.0,299810.0,0.58,1,242,2025-06-22,481442.3174366617,-0.08004839036279449,20.8
PROP_0182,강남구,대치동,20py,62.68,4,247519.0,129277.0,0.52,4,802,2025-12-28,229624.656394453,-0.07792866796851211,47.4
PROP_0183,송파구,대치동,40py,116.47,15,421819.0,212447.0,0.5,5,493,2025-09-02,481442.3174366617,0.12384311739382091,72.9
PROP_0184,강남구,대치동,20py,59.77,15,239712.0,143350.0,0.6,3,821,2025-08-21,229624.656394453,-0.04392970582487799,45.5
PROP_0185,서초구,대치동,20py,62.22,26,255623.0,135859.0,0.53,4,580,2025-08-04,229624.656394453,-0.11322104522123543,50.0
PROP_0186,서초구,대치동,30py,84.72,17,287727.0,157893.0,0.55,4,1129,2025-10-05,320710.1926470588,0.10284422947341987,53.8
PROP_0187,송파구,도곡동,40py,113.98,6,507624.0,285759.0,0.56,3,1198,2025-05-04,481442.3174366617,-0.05438176415969658,41.8
PROP_0188,서초구,반포동,30py,84.69,12,303435.0,163936.0,0.54,2,947,2026-01-28,320710.1926470588,0.053865430669583166,29.3
PROP_0189,서초구,대치동,40py,110.46,3,478109.0,247864.0,0.52,3,114,2025-04-05,481442.3174366617,0.006923607078017643,26.7
PROP_0190,서초구,반포동,20py,64.39,34,218245.0,119644.0,0.55,1,1300,2025-11-02,229624.656394453,0.04955764147080456,23.4
PROP_0191,강남구,잠실동,20py,63.29,14,230608.0,136186.0,0.59,4,1245,2025-04-01,229624.656394453,-0.004282395544918332,54.0
PROP_0192,강남구,반포동,40py,114.38,22,433867.0,232933.0,0.54,1,1457,2025-05-01,481442.3174366617,0.09881831262770263,17.2
PROP_0193,송파구,대치동,30py,84.76,7,356669.0,205249.0,0.58,5,573,2025-06-17,320710.1926470588,-0.11212243382770755,45.9
PROP_0194,강남구,잠실동,20py,61.8,16,260529.0,138518.0,0.53,3,1318,2026-01-03,229624.656394453,-0.13458634665285693,30.6
