"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-06 ~ 2026-02-05"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 대치동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"11","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202601","07","429,000","-","14","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","-"
"12","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","128.0100","202601","06","390,000","-","9","개인","개인","1983","삼성로 150","-","직거래","-","-"
"13","서울특별시 강남구 대치동","893","0893","0000","롯데캐슬","135.7300","202601","06","343,000","-","11","개인","개인","2002","삼성로85길 11","-","중개거래","서울 강남구","-"
"14","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","84.9500","202601","06","392,000","-","20","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","-"
"15","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","83.5600","202512","31","373,000","-","2","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","-"
"16","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","127.7500","202512","24","540,000","-","5","개인","개인","1985","삼성로 151","-","중개거래","서울 강남구","-"
"17","서울특별시 강남구 대치동","907-2","0907","0002","대치한신휴플러스","68.4000","202512","20","177,300","-","8","개인","개인","2005","선릉로76길 12","-","중개거래","서울 강남구","-"
"18","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","126.3300","202512","17","480,000","-","5","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","-"
"19","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","128.0100","202512","16","530,000","-","13","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","-"
"20","서울특별시 강남구 대치동","891-26","0891","0026","대우아이빌멤버스(891-26)","35.7960","202512","16","34,000","-","6","기타","개인","2003","삼성로85길 42","20260130","중개거래","서울 강남구","-"
"21","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202512","12","375,000","-","12","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","-"
"22","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","83.5600","202512","12","370,000","-","2","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","-"
"23","서울특별시 강남구 대치동","920-32","0920","0032","동양","97.3400","202512","10","150,000","-","3","개인","개인","1999","선릉로72길 10-7","-","중개거래","서울 강남구","-"
"24","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","115.0500","202512","10","460,000","-","12","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","-"
"25","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","84.6900","202512","09","360,000","-","1","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","-"
"26","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.4900","202512","08","530,000","-","17","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","-"
"27","서울특별시 강남구 대치동","891-23","0891","0023","대우아이빌명문가(891-23)","34.2000","202512","07","28,400","-","8","개인","개인","2004","선릉로90길 56","-","중개거래","서울 강남구","26.01.28"
"28","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202512","06","377,000","-","6","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","-"
"29","서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.6100","202512","06","525,000","-","3","개인","개인","1983","선릉로 120","-","중개거래","서울 강남구","-"
"30","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","35.6100","202512","05","41,800","-","20","개인","개인","2004","테헤란로 428","-","중개거래","서울 강남구","-"
"31","서울특별시 강남구 대치동","889-74","0889","0074","아름빌(889-74)","41.6500","202512","03","55,500","-","9","개인","개인","2003","선릉로86길 11","-","중개거래","서울 강남구","-"
"32","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","65.2400","202512","01","68,000","-","21","개인","개인","2004","테헤란로 428","-","중개거래","서울 강남구","-"
"33","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202512","01","407,000","-","9","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","-"
"34","서울특별시 강남구 대치동","891-23","0891","0023","대우아이빌명문가(891-23)","46.2300","202512","01","47,000","-","10","개인","개인","2004","선릉로90길 56","-","중개거래","서울 강남구","-"
"35","서울특별시 강남구 대치동","938-13","0938","0013","동민맥스빌B동","118.4800","202511","30","200,000","-","4","개인","개인","2004","도곡로69길 7","-","중개거래","서울 강남구, 서울 서초구","-"
"36","서울특별시 강남구 대치동","974","0974","0000","대치현대","85.0000","202511","29","323,000","-","3","개인","개인","1999","삼성로64길 5","-","중개거래","경기 성남시 분당구, 서울 강남구","-"
"37","서울특별시 강남구 대치동","893","0893","0000","롯데캐슬","105.1800","202511","29","299,000","-","5","개인","개인","2002","삼성로85길 11","-","중개거래","서울 강남구","-"
"38","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","139.5400","202511","28","370,000","104","15","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","26.01.20"
"39","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","33.1100","202511","24","37,000","-","23","개인","개인","2004","테헤란로 428","-","중개거래","서울 강남구","25.12.15"
"40","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","97.3500","202511","24","395,000","108","13","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","26.01.13"
"41","서울특별시 강남구 대치동","904-10","0904","0010","신성미소시티","174.7700","202511","21","240,000","-","6","개인","개인","2006","역삼로 451","-","중개거래","서울 강남구","26.01.29"
"42","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","126.3300","202511","20","490,000","-","5","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구, 서울 동대문구","-"
"43","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202511","18","378,500","-","11","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","-"
"44","서울특별시 강남구 대치동","1030","1030","0000","대치르엘","84.7692","202511","16","395,000","-","8","개인","개인","2021","도곡로93길 23","20260119","중개거래","서울 강남구","-"
"45","서울특별시 강남구 대치동","1030","1030","0000","대치르엘","84.7692","202511","16","395,000","-","8","개인","개인","2021","도곡로93길 23","-","중개거래","서울 강남구","-"
"46","서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.6100","202511","15","565,000","-","4","개인","개인","1983","선릉로 120","-","중개거래","서울 강남구","-"
"47","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","35.5100","202511","15","41,500","-","19","개인","개인","2004","테헤란로 428","-","중개거래","서울 강남구","26.01.15"
"48","서울특별시 강남구 대치동","602","0602","0000","선경3차","76.6000","202511","14","249,000","-","9","개인","개인","1990","남부순환로395길 10","-","중개거래","서울 강남구","-"
"49","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","191.0700","202511","13","720,000","-","11","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구","-"
"50","서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.6100","202511","08","560,000","-","11","개인","개인","1983","선릉로 120","-","중개거래","서울 강남구","-"
"51","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202511","07","400,000","-","12","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","-"
"52","서울특별시 강남구 대치동","1032","1032","0000","대치푸르지오써밋","84.9747","202511","07","375,000","-","4","개인","개인","2023","삼성로72길 12","-","중개거래","서울 강남구","-"
"53","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9700","202511","06","475,000","-","21","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","-"
"54","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202511","06","380,000","-","10","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구, 서울 서초구","-"
"55","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","83.5600","202511","05","230,000","3","14","개인","개인","1983","영동대로 210","-","직거래","-","25.11.28"
"56","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","91.8900","202511","05","470,000","-","17","개인","개인","2015","삼성로51길 35","-","중개거래","서울 서초구, 서울 송파구","-"
"57","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.5000","202511","04","520,000","-","5","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","-"
"58","서울특별시 강남구 대치동","891-23","0891","0023","대우아이빌명문가(891-23)","34.2000","202511","04","27,500","-","8","개인","개인","2004","선릉로90길 56","-","중개거래","서울 강남구","25.12.29"
"59","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","97.3500","202511","03","375,000","-","13","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","-"
"60","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","97.3500","202511","03","389,000","-","15","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구, 서울 성동구","-"
"61","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202511","03","415,000","9","4","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","26.01.28"
"62","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202511","01","410,000","-","12","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","-"
"63","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","139.5400","202510","31","355,000","103","9","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","26.01.23"
"64","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202510","31","431,000","-","13","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","-"
"65","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202510","31","431,000","-","13","개인","개인","1979","삼성로 212","20260123","중개거래","서울 강남구","-"
"66","서울특별시 강남구 대치동","992","0992","0000","현대1","84.2700","202510","31","255,000","101","2","개인","개인","1990","영동대로57길 28","-","중개거래","서울 강남구","26.01.16"
"67","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202510","31","347,000","-","2","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","-"
"68","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202510","31","372,500","-","9","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","-"
"69","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202510","31","347,000","-","2","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","-"
"70","서울특별시 강남구 대치동","910-4","0910","0004","풍림아이원아파트","84.8700","202510","31","165,000","-","1","개인","개인","2003","역삼로 436","-","중개거래","서울 강남구","25.12.26"
"71","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","84.4800","202510","30","443,000","101","10","개인","개인","1983","삼성로 150","-","중개거래","서울 강남구, 서울 송파구","26.01.28"
"72","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202510","30","369,000","-","5","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","-"
"73","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202510","29","359,000","-","3","개인","개인","1979","삼성로 212","20251113","중개거래","서울 강남구","-"
"74","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202510","29","359,000","-","3","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","-"
"75","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.5800","202510","28","489,000","-","3","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","-"
"76","서울특별시 강남구 대치동","893","0893","0000","롯데캐슬","123.0400","202510","27","299,000","-","19","개인","개인","2002","삼성로85길 11","-","중개거래","서울 강남구","-"
"77","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","114.1400","202510","27","630,000","109","16","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.12.19"
"78","서울특별시 강남구 대치동","1030","1030","0000","대치르엘","84.7735","202510","26","380,000","-","15","개인","개인","2021","도곡로93길 23","-","중개거래","서울 강남구","-"
"79","서울특별시 강남구 대치동","63","0063","0000","대치우성아파트1동,2동,3동,5동,6동,7동","115.5900","202510","25","400,000","5","7","개인","개인","1984","영동대로 230","-","중개거래","서울 강남구","26.01.29"
"80","서울특별시 강남구 대치동","985","0985","0000","래미안대치하이스턴","110.3900","202510","24","315,000","-","2","개인","개인","1989","도곡로93길 12","-","중개거래","서울 강남구","-"
"81","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","109.0400","202510","23","395,000","102","11","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.12.29"
"82","서울특별시 강남구 대치동","1025","1025","0000","롯데캐슬리베","121.0894","202510","23","405,500","101","11","개인","개인","2008","도곡로 404","-","중개거래","서울 강남구","26.01.08"
"83","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202510","23","360,000","31","4","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","26.01.09"
"84","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202510","22","600,000","103","25","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","26.01.23"
"85","서울특별시 강남구 대치동","988-4","0988","0004","대치효성","59.8400","202510","21","208,000","101","11","개인","개인","1999","삼성로64길 12","-","중개거래","서울 강남구","26.01.21"
"86","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202510","15","333,000","110","14","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","26.01.07"
"87","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202510","14","428,000","22","12","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","25.12.23"
"88","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9700","202510","14","250,000","107","19","개인","개인","2015","삼성로51길 37","-","직거래","-","25.11.21"
"89","서울특별시 강남구 대치동","992","0992","0000","현대1","84.2700","202510","13","250,000","-","9","개인","개인","1990","영동대로57길 28","-","중개거래","서울 강남구, 서울 서초구","-"
"90","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202510","11","330,000","-","20","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","-"
"91","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202510","02","360,000","-","4","개인","개인","1979","삼성로 212","20260108","중개거래","서울 강남구","-"
"92","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","59.8800","202510","02","290,000","-","16","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","-"
"93","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202510","01","350,000","3","12","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","25.11.18"
"94","서울특별시 강남구 대치동","602","0602","0000","선경3차","76.6000","202510","01","225,000","-","7","개인","개인","1990","남부순환로395길 10","-","중개거래","서울 강남구","26.01.29"
"95","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","83.5600","202509","30","375,000","3","4","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","25.12.29"
"96","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202509","30","403,000","-","7","개인","개인","1980","삼성로 212","20260127","중개거래","서울 강남구, 서울 동대문구","-"
"97","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202509","30","359,000","12","12","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","26.01.20"
"98","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","59.9600","202509","30","323,000","104","13","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","26.01.19"
"99","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","84.5500","202509","27","455,000","11","14","개인","개인","1985","삼성로 151","-","중개거래","서울 강남구","26.01.07"
"100","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","59.8800","202509","26","280,000","112","20","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","26.01.30"
"101","서울특별시 강남구 대치동","1031","1031","0000","대치더클래스","84.1200","202509","26","228,500","101동","5","개인","개인","2022","삼성로51길 10-14","-","중개거래","서울 강남구","25.12.18"
"102","서울특별시 강남구 대치동","992","0992","0000","현대1","84.2700","202509","26","137,500","101","4","개인","개인","1990","영동대로57길 28","-","직거래","-","25.10.30"
"103","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","97.3500","202509","25","265,000","109","2","개인","개인","2000","도곡로78길 22","-","직거래","-","25.10.20"
"104","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","84.3500","202509","24","380,000","1","8","개인","개인","1983","삼성로 151","-","중개거래","서울 강남구","26.01.05"
"105","서울특별시 강남구 대치동","974","0974","0000","대치현대","85.0000","202509","23","282,000","102","1","개인","개인","1999","삼성로64길 5","-","중개거래","서울 강남구","25.12.24"
"106","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","161.4700","202509","22","680,000","-","22","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","-"
"107","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202509","20","353,000","16","6","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.12.29"
"108","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202509","17","417,000","28","2","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","26.01.15"
"109","서울특별시 강남구 대치동","992","0992","0000","현대1","84.2700","202509","15","260,000","101","14","개인","개인","1990","영동대로57길 28","-","중개거래","서울 강남구","26.01.02"
"110","서울특별시 강남구 대치동","1030","1030","0000","대치르엘","84.7692","202509","14","355,000","105","9","개인","개인","2021","도곡로93길 23","-","중개거래","서울 강남구","26.01.21"
"111","서울특별시 강남구 대치동","602","0602","0000","선경3차","76.6000","202509","11","220,000","-","7","개인","개인","1990","남부순환로395길 10","20251205","중개거래","서울 강남구","-"
"112","서울특별시 강남구 대치동","602","0602","0000","선경3차","76.6000","202509","11","220,000","-","7","개인","개인","1990","남부순환로395길 10","-","중개거래","서울 강남구, 서울 송파구","25.12.05"
"113","서울특별시 강남구 대치동","891-26","0891","0026","대우아이빌멤버스(891-26)","35.7960","202509","09","34,000","-","8","개인","개인","2003","삼성로85길 42","-","중개거래","서울 강남구","25.10.15"
"114","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202509","08","398,000","25","2","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.11.19"
"115","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","151.2700","202509","05","620,000","-","20","개인","개인","2015","삼성로51길 35","-","중개거래","서울 강남구","-"
"116","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","109.0400","202509","04","383,000","101","4","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","26.01.02"
"117","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.5100","202509","04","500,000","111","7","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.10.10"
"118","서울특별시 강남구 대치동","316","0316","0000","은마","76.7900","202509","02","338,000","5","9","개인","개인","1979","삼성로 212","-","중개거래","서울 강남구","25.10.31"
"119","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","59.8800","202508","30","272,000","-","12","개인","개인","2000","도곡로78길 22","20250923","중개거래","서울 강남구","-"
"120","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","59.8800","202508","30","272,000","112","12","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.12.05"
"121","서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","35.5100","202508","29","40,800","-","21","법인","개인","2004","테헤란로 428","-","중개거래","서울 강남구","25.08.29"
"122","서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.6100","202508","28","530,000","6","2","개인","개인","1983","선릉로 120","-","중개거래","서울 강남구","25.10.30"
"123","서울특별시 강남구 대치동","988-4","0988","0004","대치효성","59.8400","202508","26","190,000","101","6","개인","개인","1999","삼성로64길 12","-","중개거래","서울 강남구","25.11.10"
"124","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌(890-49)","43.7500","202508","25","42,000","-","15","개인","개인","2004","테헤란로64길 9","-","중개거래","서울 강남구","25.09.19"
"125","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌(890-49)","28.3400","202508","25","42,000","-","15","개인","개인","2004","테헤란로64길 9","20250919","중개거래","서울 강남구","-"
"126","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","128.0100","202508","20","385,000","106","3","개인","개인","1983","삼성로 150","-","직거래","-","25.10.02"
"127","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","120.7600","202508","16","439,000","8","10","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.10.17"
"128","서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌(890-49)","25.4200","202508","15","23,500","-","11","개인","개인","2004","테헤란로64길 9","-","중개거래","서울 강남구","25.09.18"
"129","서울특별시 강남구 대치동","506","0506","0000","선경1차(1동-7동)","117.7000","202508","10","505,000","5","12","개인","개인","1983","삼성로 151","-","중개거래","서울 강남구","25.12.01"
"130","서울특별시 강남구 대치동","986","0986","0000","하이캐슬102동","145.3400","202508","09","220,000","-","6","개인","개인","2005","삼성로64길 36","-","중개거래","서울 강남구","25.11.20"
"131","서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","128.0300","202508","09","460,000","1","2","개인","개인","1983","영동대로 210","-","중개거래","서울 강남구","25.12.01"
"132","서울특별시 강남구 대치동","974","0974","0000","대치현대","59.8200","202508","09","260,000","101","20","개인","개인","1999","삼성로64길 5","-","중개거래","서울 강남구","25.11.27"
"133","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","151.3100","202508","04","630,000","-","18","개인","개인","2015","삼성로51길 35","-","중개거래","서울 강남구","-"
"134","서울특별시 강남구 대치동","1032","1032","0000","대치푸르지오써밋","84.9664","202508","02","370,000","101","15","개인","개인","2023","삼성로72길 12","-","중개거래","서울 강남구","25.12.10"
"135","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","109.0400","202507","24","410,000","102","6","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.10.29"
"136","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202507","22","406,000","28","3","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.08.27"
"137","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9800","202507","22","441,000","107","7","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.11.28"
"138","서울특별시 강남구 대치동","933","0933","0000","한티(933-0)","116.2100","202507","19","157,500","-","2","개인","개인","2004","도곡로73길 18","-","중개거래","서울 강남구","25.10.30"
"139","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202507","19","415,000","29","3","개인","개인","1979","삼성로 212","-","중개거래","경기 과천시, 서울 강남구","25.10.17"
"140","서울특별시 강남구 대치동","670","0670","0000","동부센트레빌","145.8300","202507","17","600,000","104","14","개인","개인","2005","선릉로 206","-","중개거래","서울 강남구","25.11.14"
"141","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","84.9500","202507","17","400,000","109","14","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.11.14"
"142","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.5100","202507","15","530,000","111","14","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.10.24"
"143","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202507","15","420,000","23","5","개인","개인","1980","삼성로 212","-","중개거래","서울 강남구","25.10.30"
"144","서울특별시 강남구 대치동","500","0500","0000","개포우성2","159.6000","202507","15","330,000","-","8","개인","개인","1984","선릉로 120","20250826","중개거래","서울 강남구","-"
